full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H
"       (2005 ER70)",1.224722833781227,.2230487325444556,6.834720500173341,349.5457557141398,236.2694707667446,.9515499579880706,1.497895709574384,1.35539202088936,11,7,51,,,24.7
"       (2005 EH94)",1.214457664866499,.2652148240705858,6.147095748615083,348.9664449021017,254.8945510428731,.8923654889377557,1.536549840795242,1.33838719409467,2,8,24,,,23.8
"       (2005 ER95)",1.223166967240881,.1589835836793224,3.341145841615849,175.8819036879696,8.484307806065157,1.028703499350758,1.417630435131005,1.35281004175202,31,7,46,,,25.4
"       (2005 FG)",1.120925906729138,.2126409967174976,3.896670259599514,355.5346817268894,272.4641586094507,.8825711046757889,1.359280708782486,1.18678913643325,4955,0,64,,,23.9
"       (2005 GN22)",1.284441917889276,.2054182543800186,2.196885296496899,187.9091250987274,18.01401090333099,1.020594101263937,1.548289734514614,1.45572690175725,4,7,31,,,26.5
"       (2005 LC)",1.133997276386879,.1025810177514474,2.798961502027855,69.80913593870521,147.0130656463137,1.017670681647743,1.250323871126014,1.20760866196524,7,7,32,,,26.8
"       (2005 ML13)",1.148230201614633,.2462302832298501,6.838784016998414,140.6663098288872,220.7173512592349,.865501153857994,1.430959249371272,1.23041509638093,4232,0,70,,,22.4
"       (2005 OH3)",1.239059771536843,.1699717473002184,4.752202213322886,128.2191148135205,187.0082010296876,1.028454617159316,1.449664925914369,1.37926141761659,6,6,88,,,26.0
"       (2005 QP87)",1.232521774401119,.1750210694238606,.2669937048760423,327.5488331832442,7.259179000483909,1.016804495357241,1.448239053444997,1.36835915762143,29,5,85,,,27.7
"       (2005 RK3)",1.247142884389299,.1850230215103952,3.724209079463141,342.6822233890312,18.29453497741541,1.016392739664401,1.477893029114196,1.39278000079315,2656,0,237,,,23.7
"       (2005 SL)",1.126346462296618,.2986068076780473,6.174119734199969,176.2842222087279,289.7466238570377,.7900117408507632,1.462681183742474,1.19540811925359,10,8,35,,,22.9
"       (2005 TA)",1.281517663313707,.2506644112899561,2.777802420708528,13.86589483046418,34.55076727832891,.9602867926814964,1.602748533945917,1.45075841057198,4,6,49,,,27.2
"       (2005 TF45)",1.156233205072374,.07428416152202083,6.819585362586965,197.1520272831994,37.14392379678415,1.070343390909654,1.242123019235094,1.243301215982,25,6,23,,,23.1
"       (2005 UG5)",1.055220281417503,.1831801066746035,2.733599781316615,35.80295024615132,111.0689171218848,.8619249177022396,1.248515645132766,1.08398406252028,4753,0,30,,,24.3
"       (2005 WA)",1.121786747685187,.2278115383147321,8.162913356219631,227.8450847006901,113.2543469785072,.8662307830339442,1.377342712336429,1.18815653209827,14,6,51,,,23.9
"       (2005 YY1)",1.164125954512411,.2521853082630702,8.340263458641735,84.05286332949743,279.214843046299,.8705504918166581,1.457701417208165,1.25605356459668,14,7,26,,,23.1
"       (2005 YA37)",1.28018743426476,.2277995838608122,2.240096192614756,93.08053658204715,88.72477861458096,.9885612694754067,1.571813599054113,1.44850014271847,4748,0,50,,,22.3
"       (2006 AN)",1.094137497834916,.2204496380836382,7.407304482908281,277.6074247356605,273.4368442439398,.8529352824234715,1.335339713246361,1.14450068157346,3193,0,67,,,24.3
"       (2006 BA)",1.120808897331822,.2180126903766515,3.54623109013789,298.5337540390589,250.8022639104845,.8764583342264234,1.365159460437221,1.18660331435065,3,6,50,,,27.6
"       (2006 BU7)",1.175402272429829,.107396512683912,8.239144076989264,121.8474253420016,348.3609753983786,1.04916816737012,1.301636377489539,1.27434785207728,5,7,23,,,26.3
"       (2006 BX7)",1.139232672127695,.2820019354677396,4.896195165240264,313.2655764467273,77.55799111127395,.8179668536396003,1.46049849061579,1.21598116989134,16,7,33,,,24.6
"       (2006 BV39)",1.145302637546732,.2712961391610044,.7413540618045604,127.3935540272339,74.73960824176663,.834586453809388,1.456018821284075,1.22571243916472,2,6,37,,,29.1
"       (2006 BP147)",1.287322956676594,.2404930153579411,5.599754116784242,310.8123526039474,123.0570709726207,.9777307770859401,1.596915136267249,1.46062750086008,5,8,18,,,26.5
"       (2006 CK)",1.081732377801944,.2142922942619332,5.194771535813162,311.0631330147705,264.7744351969466,.8499254647853488,1.313539290818538,1.1250917644331,1,8,21,,,25.8
"       (2006 CT)",1.097502628283482,.2309122973226558,2.735475989436587,285.6945382114014,82.62464351593177,.8440757750688903,1.350929481498073,1.14978478058473,8412,0,113,3,1,22.2
"       (2006 DX)",1.14375458643267,.1678382465631285,6.285286625490672,331.1438055606114,83.35639178269263,.9517888221472748,1.335720350718066,1.22322817327491,4046,0,70,,,23.9
"       (2006 EC)",1.137515908161266,.2173760089752426,7.581619738066296,347.4556227978635,245.7090212343215,.8902472398993215,1.384784576423211,1.21323357576292,5,6,56,,,26.6
"       (2006 EW52)",1.245937056665614,.09573876800000732,8.8939880140531,343.5479989114124,304.917255412764,1.126652577854893,1.365221535476336,1.39076052883909,20,6,20,,,22.1
"       (2006 GB1)",1.133490394016853,.2880609273064475,.8329352426708063,76.45869737040128,220.6319102393176,.8069761000234076,1.460004688010298,1.20679907386527,24,7,42,,,23.6
"       (2006 GU2)",1.07980845013926,.2561433107397932,3.378226766576481,197.0696087469319,266.2346470263957,.8032227387557849,1.356394161522735,1.12209153194339,2,7,15,,,27.8
"       (2006 HC)",1.111444656951997,.07461586395233004,7.851948699746981,31.63101572287161,192.7206812997979,1.028513253638323,1.194376060265671,1.17176350026475,12,7,47,,,25.4
"       (2006 HE2)",1.064517914952859,.1566681681163595,1.181543409728379,200.315008152755,90.79170579525172,.8977418432901482,1.23129398661557,1.09834218496675,3,6,36,,,26.5
"       (2006 HZ5)",1.20151046676839,.2056936610033993,4.280995094157885,202.816903997157,307.4082262408281,.9543673801248969,1.448653553411883,1.31704174298958,40,6,58,,,24.5
"       (2006 HU50)",1.287716658955267,.2468595970412595,5.905409246423243,46.91572709615239,214.3696689501852,.9698314434222526,1.605601874488281,1.46129760815979,7,7,70,,,24.7
"       (2006 HW50)",1.233586202439659,.1896507185889042,5.56507331718666,215.9004556840964,323.560332253876,.99963569270562,1.467536712173698,1.37013214976044,4076,0,89,,,24.4
"       (2006 KQ1)",1.244759823287279,.175774225854994,9.608014228525422,88.66296287987348,18.24999573268632,1.025963128973558,1.463556517601,1.38878988806223,3967,1,53,,,22.0
"       (2006 QV89)",1.19206062085542,.2244169866004512,1.071408831026081,166.0601193646395,236.7203599105165,.9245419684779838,1.459579273232857,1.30153458992517,4730,0,76,0,1,25.3
"       (2006 SY5)",1.043336245903141,.1524318688336529,7.564226811706098,335.9448971016769,175.6128797789013,.8842985521182372,1.202373939688044,1.06572375193174,267,3,74,,,22.1
"       (2006 UB17)",1.140229301761316,.1034719874282474,1.990974778726284,213.8977350287075,135.1765181119981,1.02224750978415,1.258211093738483,1.21757717556954,11,7,28,,,26.3
"       (2006 UQ216)",1.103598841975072,.1625010322480859,.4735577216224935,217.7724810199602,247.5432448746054,.9242628909663302,1.282934792983813,1.15937800355393,3,7,18,,,27.3
"       (2006 XW)",1.102156960968663,.03744103767986069,8.209068695133437,75.84086177828623,229.8187942936767,1.060891060663914,1.143422861273411,1.15710660893814,14,7,27,,,23.6
"       (2006 YF)",1.10842099900728,.1989336443241555,4.675728829403157,274.3870190425563,27.11612250831399,.8879187702293402,1.328923227785219,1.16698512299909,2924,0,89,,,21.0
"       (2006 YP)",1.145283843933471,.2113026552168752,5.394930944019073,69.32658297477452,95.14693046298005,.9032823267333395,1.387285361133603,1.2256822696659,4200,0,46,,,23.9
"       (2007 CX50)",1.206429302858658,.2258375495880375,7.501251943917997,322.3789584087813,126.2376493154734,.9339722653498542,1.478886340367462,1.32513772526408,22,7,61,,,24.7
"       (2007 EK)",1.125976167030661,.2723121919775882,1.207089149770078,168.5531703920268,83.35367819794152,.8193591288720183,1.432593205189303,1.19481866796292,4,6,38,,,29.3
"       (2007 EE26)",1.246157024035579,.2417470182689659,1.033750720755712,343.6208975924737,121.8873517297665,.94490227918005,1.547411768891109,1.39112884853414,3,8,30,,,26.1
"       (2007 FO3)",1.270917581032193,.2978808295534872,6.323571073803543,356.855241040214,262.0808742831531,.8923355977002121,1.649499564364174,1.43279574624446,1,8,21,,,24.5
"       (2007 HC)",1.155102204515618,.2072773703846066,3.156383346102503,216.822346385606,58.03005820881479,.9156756570381583,1.394528751993077,1.24147740946083,6,7,32,,,25.2
"       (2007 HL4)",1.118626624760941,.08974483053901139,6.533692784845936,31.14898914668719,138.5590837705905,1.018235667885344,1.219017581636538,1.1831394352802,3,7,31,,,24.2
"       (2007 HB15)",1.257025339536948,.2565822701458482,1.11221269702073,37.29712264045275,226.0758165765266,.9344949242877022,1.579555754786194,1.40936749498425,11,6,29,,,27.7
"       (2007 PS9)",1.075293106919968,.07682209104457101,8.704168962722328,313.1026062472317,79.90506416230276,.9926868419605629,1.157899371879374,1.11506066269066,3699,0,85,,,23.5
"       (2007 RX8)",1.137933460052551,.2111947177940726,9.386346008480979,348.4072179634057,282.070979809759,.8976079240883199,1.378258996016782,1.21390165581754,35,6,31,,,24.5
"       (2007 SQ6)",1.043027724694502,.1455671669191296,9.101270088087846,191.4100080669983,283.7508065395643,.8911971337926173,1.194858315596386,1.06525107487317,296,3,73,,,21.9
"       (2007 TF15)",1.108845749770639,.04478812935240784,4.253254278006285,193.1249014855852,28.85937633535494,1.059182622898043,1.158508876643234,1.16765597636473,2566,2,60,,,24.6
"       (2007 TE71)",1.243712734132694,.1874165673510909,7.448028093392186,200.4999491394304,110.0138481716177,1.010620362730705,1.476805105534684,1.38703788625631,16,7,21,,,24.3
"       (2007 UD6)",1.230898888219803,.2421743704800356,1.693107901343667,205.7348966628676,131.5078539067907,.9328067248405967,1.52899105159901,1.36565742847584,14,6,50,,,28.3
"       (2007 UN12)",1.053855635820783,.06047384216669926,.235721231490033,215.9941032463691,134.4677207092961,.9901249364336708,1.117586335207896,1.08188197671072,25,5,120,,,28.7
"       (2007 XB23)",1.041240043026074,.05433171322682454,8.530235860615727,260.2681763035324,193.0367595039883,.9846676876080952,1.097812398444053,1.06251359211097,1,7,10,,,27.1
"       (2007 YJ1)",1.263992061174024,.1778963765179248,4.008340501239017,97.37572806667559,333.5813748635641,1.039132453543742,1.488851668804306,1.42110026898075,30,6,26,,,25.3
"       (2007 YT56)",1.293781313200279,.2873760882486615,5.9977397419762,302.4726942057552,81.85114218600636,.9219795003635662,1.665583126036992,1.47163298470764,30,6,27,,,23.4
"       (2008 AF3)",1.206563665189009,.1911383614641909,2.074550926500437,109.1260555152855,22.84083662318598,.9759430632225529,1.437184267155464,1.32535910609803,6,4,53,,,26.1
"       (2008 AG4)",1.13978574773993,.1927863138801967,6.758116761258544,110.2296334212233,286.8563851470493,.9200506548199655,1.359520840659895,1.2168667806602,11,7,26,,,24.7
"       (2008 BT2)",1.173145705784291,.08065146974589225,3.074579323532249,333.6222694759216,201.8295306666622,1.078529780386706,1.267761631181876,1.2706798267169,51,5,30,,,24.3
"       (2008 CO)",1.176141893994455,.01175375296883965,8.074200639726014,319.2325769169026,79.70828840115699,1.162317812716141,1.189965975272769,1.27555086584282,29,6,73,,,22.8
"       (2008 CM74)",1.089066681009157,.1468035293835444,.8547524249676463,321.4951521222036,242.8260684906297,.9291878485029902,1.248945513515324,1.13655356715972,7,6,17,,,28.1
"       (2008 CE119)",1.211133457732988,.1776331308571447,7.745203140055863,147.4984939057876,49.60260001254039,.995996029750038,1.426270885715938,1.33289581654491,2916,0,64,,,25.7
"       (2008 CK119)",1.193493337930198,.1557865140245896,9.304237106060672,327.3520090404858,129.463321365285,1.007563171302481,1.379423504557914,1.30388173274139,18,7,29,,,24.5
"       (2008 DB)",1.054676295199907,.2331572940275173,4.224705432605701,141.5431843559959,275.0315649325955,.8087708241361294,1.300581766263684,1.08314594881486,4199,0,67,,,25.7
"       (2008 ER)",1.215423094319142,.2568447869001664,9.407184860691375,144.6030654123723,167.1451877398905,.9032480086652014,1.527598179973083,1.33998343150706,2898,0,44,,,21.3
"       (2008 EA9)",1.059147776877847,.07978284369343143,.4249435001641062,129.5109158613622,335.8457420001734,.9746459553469565,1.143649598408738,1.09004152018316,28,6,56,,,27.7
"       (2008 EJ68)",1.090255824704688,.2776257924492749,7.747136808952343,166.2955459370624,99.9078751308833,.787572687398611,1.392938962010764,1.13841556660697,,9,10,,,27.049
"       (2008 EJ85)",1.207131161589617,.2602219601088925,6.688197590341057,169.1547640626158,301.6370689646703,.893009124612243,1.521253198566992,1.32629427219473,23,7,36,,,25.1
