full_name,a,e,i,om,w,ma,condition_code,H,epoch
"       (2015 XZ378)",1.014474918967747,.03477131909266958,2.718519045077523,87.58382824390263,108.0083542171905,356.7733127500289,5,27.2,2458600.5
"       (2016 RD34)",1.046305380044066,.03472702789915155,1.957904577122459,349.5994933868549,11.02540989558543,151.5481632537377,3,27.6,2458600.5
"       (2016 ST2)",1.137839724007653,.0701616732715222,3.427067162699977,74.25663376042921,214.3050330818932,112.9032694269343,5,24.8,2458600.5
"       (2016 TB18)",1.077533407898242,.08424296849444439,1.527025307264608,190.3294678880589,305.6113977832472,348.7652868165168,3,24.8,2458600.5
"       (2017 BZ6)",1.085629405058662,.09318152502330805,5.825770782022659,315.0750245769335,117.5694422565819,41.09070532933377,4,26.1,2458600.5
"       (2017 FT102)",1.038368389765087,.05891800867045471,1.516262699785992,6.717391561277662,239.6617507281545,294.6351968682769,3,29.5,2458600.5
"       (2017 JB2)",1.02039063663251,.05124292496504904,5.23213549762924,222.8656449527011,279.3533508123405,47.31534888675404,4,29.1,2458600.5
"       (2017 RL2)",1.106075582954928,.04660577902693961,2.907189319442038,350.944292760484,348.928265012502,148.9323924249037,5,26.1,2458600.5
"       (2017 SV19)",1.063223817923316,.04064202627533894,1.303190368288074,343.840743886494,156.797593543828,24.67721787355023,5,25.0,2458600.5
"       (2017 TP4)",1.078865709337894,.03823321492916986,1.558228195846777,281.2398390475203,137.6613144316504,96.13519422443372,5,26.3,2458600.5
"       (2018 AV2)",1.029609633330497,.0300115971405058,.1190028697882613,349.4546169081071,107.6307517740808,15.73979773087814,4,28.7,2458132.5
"       (2018 BC)",1.048285256156583,.06968055480060324,2.864727913700129,297.2309337908039,212.6877428178082,38.10567282424379,4,29.4,2458600.5
"       (2018 FM3)",1.013039267913613,.08989581202479911,4.56186319668867,181.7422779117207,255.58257827,121.3766223710029,5,27.2,2458600.5
"       (2018 LQ2)",1.091104381925441,.05755101431753701,2.125695376909207,178.3197910978677,142.8360492383231,221.0818793887951,3,24.8,2458600.5
"       (2018 PM28)",1.026375294988943,.07503414964321048,2.274303176245005,78.24661519928574,4.993634799903544,128.2143357229614,4,25.698,2458600.5
"       (2018 TG6)",1.063986204588394,.08385818733833529,.7103455952425828,21.43851573814898,70.38747990103654,112.0767139734493,2,27.1,2458600.5
"       (2018 UE1)",1.020577563803234,.01198213966603755,5.445623286288557,23.20812050066985,302.0117533728143,240.0352540940811,5,26.7,2458600.5
"       (2018 VN5)",1.10412036209838,.05810355241413291,3.564465859031896,235.5613189070689,149.1332206580878,163.860196719427,3,25.4,2458600.5
"       (2018 WV1)",1.039416776843523,.06033377298856295,1.652517507518083,246.4220999075769,145.8926948017483,169.0187938829498,2,30.2,2458600.5
"       (2019 AP8)",1.1445539506433,.0361230353279751,2.397684294556051,106.368550720006,175.3614385317636,276.1826676078958,2,24.506,2458600.5
"       (2019 FV2)",1.052290968037707,.0233872463278735,3.75418830430707,12.32360534194639,245.7741146403232,320.5260417563767,3,24.956,2458600.5
"       (2019 LX1)",1.103004987093456,.08795338909211067,4.428184355764943,257.7067056004188,87.61959019584583,250.1451115212736,5,24.524,2458600.5
"       (2019 PO1)",1.040777112504886,.06228602810940339,1.001357935846878,335.1999830585506,250.0519675641071,347.8098498332537,5,28.063,2458600.5
"       (2019 QS6)",1.150026691612801,.09549172684169933,5.995053501169675,333.3638207439475,336.4040787620082,283.604282980056,4,26.057,2458600.5
"       (2019 SU3)",1.093499955666895,.0926552392392905,1.162123852894223,5.118215897932063,322.6925006382837,257.6197195238855,2,27.28,2458600.5
"       (2019 TF2)",1.043917640547638,.08012973162469235,2.408290419031349,173.8893656705424,300.9133391198392,116.3908703537101,5,26.529,2458600.5
"       (2019 UB4)",1.004960178092978,.09083867193146769,.7956033500092891,28.73316337445935,267.6766963623999,266.8538980276896,5,29.235,2458600.5
